ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.05746,0.02873,9.78271,8,47.4505,,,,NaN,,,,0 / 0,164278,2022-03-16 14:10:02:122
0.05746,0.00479,9.80186,8,50.28,,,,NaN,,,,0 / 0,164778,2022-03-16 14:10:02:622
0.03831,0.00958,9.81144,8,46.9341,,,,NaN,,,,0 / 0,165278,2022-03-16 14:10:03:122
0.06225,0.00479,9.77792,8,46.8065,,,,NaN,,,,0 / 0,165778,2022-03-16 14:10:03:622
0.05746,0.00479,9.79707,8,47.4455,,,,NaN,,,,0 / 0,166278,2022-03-16 14:10:04:122
0.06704,0.00958,9.79707,8,47.8188,,,,NaN,,,,0 / 0,166777,2022-03-16 14:10:04:621
0.05267,0.02394,9.78271,8,47.5211,,,,NaN,,,,0 / 0,167277,2022-03-16 14:10:05:121
0.0431,0.00958,9.7875,8,50.6796,,,,NaN,,,,0 / 0,167777,2022-03-16 14:10:05:621
0.05746,0.0431,9.75877,8,49.1145,,,,NaN,,,,0 / 0,168277,2022-03-16 14:10:06:121
0.04788,-0.00479,9.80665,8,47.2019,,,,NaN,,,,0 / 0,168778,2022-03-16 14:10:06:622
0.07183,0.03352,9.77313,8,47.2879,,,,NaN,,,,0 / 0,169278,2022-03-16 14:10:07:122
0.04788,0.00479,9.80186,8,47.4292,,,,NaN,,,,0 / 0,169778,2022-03-16 14:10:07:622
0.06225,0.01915,9.80665,8,48.1101,,,,NaN,,,,0 / 0,170278,2022-03-16 14:10:08:122
0.06225,0.02394,9.79229,8,47.5603,,,,NaN,,,,0 / 0,170778,2022-03-16 14:10:08:622
0.0814,0.03352,9.80186,8,47.3809,,,,NaN,,,,0 / 0,171278,2022-03-16 14:10:09:122
0.02873,0.01437,9.80665,8,47.621,,,,NaN,,,,0 / 0,171778,2022-03-16 14:10:09:622
0.06225,0.00479,9.79707,8,47.4182,,,,NaN,,,,0 / 0,172278,2022-03-16 14:10:10:122
0.0431,0.00479,9.76834,8,46.8983,,,,NaN,,,,0 / 0,172778,2022-03-16 14:10:10:622
0.04788,0.03831,9.79229,8,47.3416,,,,NaN,,,,0 / 0,173278,2022-03-16 14:10:11:122
0.06704,0.00479,9.80186,8,47.1411,,,,NaN,,,,0 / 0,173777,2022-03-16 14:10:11:621
0.05746,0.00479,9.80186,8,47.6583,,,,NaN,,,,0 / 0,174278,2022-03-16 14:10:12:122
0.0431,0.00479,9.79229,8,47.6062,,,,NaN,,,,0 / 0,174778,2022-03-16 14:10:12:622
0.07661,0.04788,9.79229,8,47.391,,,,NaN,,,,0 / 0,175278,2022-03-16 14:10:13:122
0.02394,0.02394,9.7875,8,47.0282,,,,NaN,,,,0 / 0,175777,2022-03-16 14:10:13:621
0.06225,0.00958,9.78271,8,47.3353,,,,NaN,,,,0 / 0,176277,2022-03-16 14:10:14:121
0.05746,0.03352,9.77792,8,47.4285,,,,NaN,,,,0 / 0,176778,2022-03-16 14:10:14:622
0.05746,-0.00958,9.77792,8,46.7845,,,,NaN,,,,0 / 0,177278,2022-03-16 14:10:15:122
0.05267,0.01915,9.81144,8,47.039,,,,NaN,,,,0 / 0,177778,2022-03-16 14:10:15:622
0.05267,0.03352,9.77313,8,46.8048,,,,NaN,,,,0 / 0,178278,2022-03-16 14:10:16:122
0.04788,0.01437,9.78271,8,46.996,,,,NaN,,,,0 / 0,178778,2022-03-16 14:10:16:622
0.05746,0.03352,9.79229,8,47.0277,,,,NaN,,,,0 / 0,179278,2022-03-16 14:10:17:122
0.0431,0.03352,9.80186,8,46.5606,,,,NaN,,,,0 / 0,179778,2022-03-16 14:10:17:622
0.03831,0.01915,9.80186,8,47.365,,,,NaN,,,,0 / 0,180278,2022-03-16 14:10:18:122
0.06704,0.02394,9.80665,8,46.7058,,,,NaN,,,,0 / 0,180777,2022-03-16 14:10:18:621
0.04788,0.03352,9.77792,8,46.9877,,,,NaN,,,,0 / 0,181277,2022-03-16 14:10:19:121
0.03831,0.02394,9.78271,8,47.0352,,,,NaN,,,,0 / 0,181777,2022-03-16 14:10:19:621
0.03831,0.02394,9.7875,8,46.9224,,,,NaN,,,,0 / 0,182277,2022-03-16 14:10:20:121
0.0814,0.01437,9.7875,8,46.6339,,,,NaN,,,,0 / 0,182777,2022-03-16 14:10:20:621
0.05746,0.02873,9.79229,8,47.2193,,,,NaN,,,,0 / 0,183277,2022-03-16 14:10:21:121
0.07661,0.02873,9.78271,8,47.1063,,,,NaN,,,,0 / 0,183778,2022-03-16 14:10:21:622
0.03352,0.01915,9.80186,8,46.703,,,,NaN,,,,0 / 0,184278,2022-03-16 14:10:22:122
0.03831,0.01437,9.76834,8,46.875,,,,NaN,,,,0 / 0,184778,2022-03-16 14:10:22:622
0.05746,0.00479,9.80186,8,47.15,,,,NaN,,,,0 / 0,185278,2022-03-16 14:10:23:122
0.0431,0.00479,9.79229,8,46.893,,,,NaN,,,,0 / 0,185778,2022-03-16 14:10:23:622
0.04788,0.00958,9.7875,8,47.0794,,,,NaN,,,,0 / 0,186277,2022-03-16 14:10:24:121
0.06704,0.02394,9.79707,8,46.7655,,,,NaN,,,,0 / 0,186777,2022-03-16 14:10:24:621
0.05746,0.01915,9.77792,8,47.1348,,,,NaN,,,,0 / 0,187277,2022-03-16 14:10:25:121
0.05267,0.01437,9.7875,8,47.1213,,,,NaN,,,,0 / 0,187778,2022-03-16 14:10:25:622
0.04788,0.02873,9.7875,8,47.0642,,,,NaN,,,,0 / 0,188278,2022-03-16 14:10:26:122
0.06704,0.01915,9.77792,8,47.8053,,,,NaN,,,,0 / 0,188778,2022-03-16 14:10:26:622
0.07183,0.00479,9.78271,8,47.4535,,,,NaN,,,,0 / 0,189278,2022-03-16 14:10:27:122
0.0431,0.00958,9.79707,8,47.3887,,,,NaN,,,,0 / 0,189778,2022-03-16 14:10:27:622
0.06225,0.01437,9.77792,8,47.3218,,,,NaN,,,,0 / 0,190278,2022-03-16 14:10:28:122
0.06225,0.03352,9.76355,8,47.2578,,,,NaN,,,,0 / 0,190778,2022-03-16 14:10:28:622
0.07183,0.01437,9.79707,8,47.5804,,,,NaN,,,,0 / 0,191278,2022-03-16 14:10:29:122
0.06704,0.02873,9.75398,8,47.4535,,,,NaN,,,,0 / 0,191778,2022-03-16 14:10:29:622
0.06225,0.02394,9.80186,8,47.4154,,,,NaN,,,,0 / 0,192277,2022-03-16 14:10:30:121
0.06704,0.01915,9.77792,8,47.2803,,,,NaN,,,,0 / 0,192777,2022-03-16 14:10:30:621
0.07661,0.01437,9.79707,8,46.9221,,,,NaN,,,,0 / 0,193277,2022-03-16 14:10:31:121
0.03831,0.00479,9.80186,8,46.9852,,,,NaN,,,,0 / 0,193778,2022-03-16 14:10:31:622
0.0431,0.00958,9.79229,8,47.0437,,,,NaN,,,,0 / 0,194278,2022-03-16 14:10:32:122
0.04788,0.01915,9.79707,8,46.8933,,,,NaN,,,,0 / 0,194778,2022-03-16 14:10:32:622
0.07661,-0.00479,9.79229,8,47.3875,,,,NaN,,,,0 / 0,195278,2022-03-16 14:10:33:122
0.04788,0.02394,9.7875,8,47.7074,,,,NaN,,,,0 / 0,195778,2022-03-16 14:10:33:622
0.06704,0.02873,9.80665,8,47.5825,,,,NaN,,,,0 / 0,196278,2022-03-16 14:10:34:122
0.02394,0.01437,9.75877,8,47.3204,,,,NaN,,,,0 / 0,196778,2022-03-16 14:10:34:622
0.05746,0.02394,9.78271,8,47.4551,,,,NaN,,,,0 / 0,197277,2022-03-16 14:10:35:121
0.04788,0.01915,9.77792,8,46.9041,,,,NaN,,,,0 / 0,197777,2022-03-16 14:10:35:621
0.0431,0.01915,9.79707,8,47.2566,,,,NaN,,,,0 / 0,198278,2022-03-16 14:10:36:122
0.0431,0.04788,9.7875,8,47.1723,,,,NaN,,,,0 / 0,198778,2022-03-16 14:10:36:622
0.07183,0.00958,9.79229,8,47.2785,,,,NaN,,,,0 / 0,199278,2022-03-16 14:10:37:122
0.03831,0.03352,9.77792,8,47.4013,,,,NaN,,,,0 / 0,199778,2022-03-16 14:10:37:622
0.05267,0.02873,9.78271,8,47.6048,,,,NaN,,,,0 / 0,200278,2022-03-16 14:10:38:122
0.07183,0.03831,9.77313,8,47.4508,,,,NaN,,,,0 / 0,200777,2022-03-16 14:10:38:621
0.05267,0.03352,9.78271,8,47.6725,,,,NaN,,,,0 / 0,201277,2022-03-16 14:10:39:121
0.04788,0.00958,9.77792,8,47.4199,,,,NaN,,,,0 / 0,201777,2022-03-16 14:10:39:621
0.06225,0.01437,9.7875,8,47.4175,,,,NaN,,,,0 / 0,202277,2022-03-16 14:10:40:121
0.06225,0.02394,9.79707,8,47.1894,,,,NaN,,,,0 / 0,202777,2022-03-16 14:10:40:621
0.0814,0.02394,9.78271,8,47.6045,,,,NaN,,,,0 / 0,203277,2022-03-16 14:10:41:121
0.05746,0.01915,9.81144,8,47.4983,,,,NaN,,,,0 / 0,203777,2022-03-16 14:10:41:621
0.05267,0.02394,9.7875,8,47.3205,,,,NaN,,,,0 / 0,204277,2022-03-16 14:10:42:121
0.05746,0.03831,9.76355,8,47.5562,,,,NaN,,,,0 / 0,204778,2022-03-16 14:10:42:622
0.05267,0.00958,9.78271,8,47.3567,,,,NaN,,,,0 / 0,205278,2022-03-16 14:10:43:122
0.04788,0.01437,9.80186,8,47.406,,,,NaN,,,,0 / 0,205778,2022-03-16 14:10:43:622
0.03831,0.00958,9.7875,8,47.0781,,,,NaN,,,,0 / 0,206278,2022-03-16 14:10:44:122
0.05267,0.02873,9.79707,8,46.9048,,,,NaN,,,,0 / 0,206778,2022-03-16 14:10:44:622
0.04788,-0.01437,9.7875,8,47.3735,,,,NaN,,,,0 / 0,207278,2022-03-16 14:10:45:122
0.05746,0.00958,9.78271,8,46.3515,,,,NaN,,,,0 / 0,207778,2022-03-16 14:10:45:622
0.05746,0.05267,9.76355,8,46.5012,,,,NaN,,,,0 / 0,208278,2022-03-16 14:10:46:122
0.04788,0.02873,9.7875,8,47.0114,,,,NaN,,,,0 / 0,208778,2022-03-16 14:10:46:622
0.07183,0.00479,9.78271,8,47.6303,,,,NaN,,,,0 / 0,209278,2022-03-16 14:10:47:122
0.05746,0.03352,9.80186,8,47.0334,,,,NaN,,,,0 / 0,209778,2022-03-16 14:10:47:622
0.05267,0.01437,9.81144,8,46.7727,,,,NaN,,,,0 / 0,210278,2022-03-16 14:10:48:122
0.07183,0.02394,9.79229,8,46.7782,,,,NaN,,,,0 / 0,210777,2022-03-16 14:10:48:621
0.05267,0.02873,9.76355,8,46.8273,,,,NaN,,,,0 / 0,211278,2022-03-16 14:10:49:122
0.0431,0.02394,9.81144,8,47.1348,,,,NaN,,,,0 / 0,211778,2022-03-16 14:10:49:622
0.03352,0.01915,9.82102,8,46.7176,,,,NaN,,,,0 / 0,212278,2022-03-16 14:10:50:122
0.03352,0.00958,9.79229,8,47.2287,,,,NaN,,,,0 / 0,212778,2022-03-16 14:10:50:622
0.06704,0.00958,9.78271,8,47.3041,,,,NaN,,,,0 / 0,213278,2022-03-16 14:10:51:122
0.06704,0.00958,9.80665,8,47.2543,,,,NaN,,,,0 / 0,213778,2022-03-16 14:10:51:622
0.10056,0.01915,9.83059,8,47.1095,,,,NaN,,,,0 / 0,214278,2022-03-16 14:10:52:122
0.06225,0.03831,9.78271,8,47.1891,,,,NaN,,,,0 / 0,214778,2022-03-16 14:10:52:622
0.04788,0.02873,9.80186,8,46.7848,,,,NaN,,,,0 / 0,215277,2022-03-16 14:10:53:121
0.0814,0.00479,9.76834,8,47.2258,,,,NaN,,,,0 / 0,215777,2022-03-16 14:10:53:621
0.05746,0.02394,9.75877,8,47.0119,,,,NaN,,,,0 / 0,216277,2022-03-16 14:10:54:121
0.0431,0.01437,9.78271,8,46.3716,,,,NaN,,,,0 / 0,216777,2022-03-16 14:10:54:621
0.06225,0.02394,9.79229,8,46.7487,,,,NaN,,,,0 / 0,217278,2022-03-16 14:10:55:122
0.04788,0.0431,9.81144,8,47.1254,,,,NaN,,,,0 / 0,217778,2022-03-16 14:10:55:622
0.0814,0.02873,9.80186,8,46.8005,,,,NaN,,,,0 / 0,218277,2022-03-16 14:10:56:121
0.06225,0.00958,9.78271,8,46.7802,,,,NaN,,,,0 / 0,218777,2022-03-16 14:10:56:621
0.05746,0.03352,9.77313,8,46.925,,,,NaN,,,,0 / 0,219278,2022-03-16 14:10:57:122
0.06225,0.01915,9.75877,8,47.6959,,,,NaN,,,,0 / 0,219777,2022-03-16 14:10:57:621
0.04788,0.01437,9.76834,8,47.1663,,,,NaN,,,,0 / 0,220277,2022-03-16 14:10:58:121
0.06225,0.01437,9.79707,8,47.4502,,,,NaN,,,,0 / 0,220777,2022-03-16 14:10:58:621
0.0431,0.00479,9.7875,8,47.3131,,,,NaN,,,,0 / 0,221277,2022-03-16 14:10:59:121
0.06225,0.02394,9.7875,8,47.2845,,,,NaN,,,,0 / 0,221778,2022-03-16 14:10:59:622
0.05267,0.03831,9.7875,8,47.4911,,,,NaN,,,,0 / 0,222278,2022-03-16 14:11:00:122
0.05746,0.02873,9.76834,8,48.9387,,,,NaN,,,,0 / 0,222778,2022-03-16 14:11:00:622
0.05746,0.02394,9.77792,8,47.682,,,,NaN,,,,0 / 0,223278,2022-03-16 14:11:01:122
0.02394,0.01437,9.78271,8,46.6757,,,,NaN,,,,0 / 0,223778,2022-03-16 14:11:01:622
0.03831,0.02873,9.77792,8,47.3039,,,,NaN,,,,0 / 0,224278,2022-03-16 14:11:02:122
0.04788,0.03831,9.80665,8,47.1159,,,,NaN,,,,0 / 0,224777,2022-03-16 14:11:02:621
0.07183,0.00479,9.76834,8,46.7771,,,,NaN,,,,0 / 0,225278,2022-03-16 14:11:03:122
0.07661,0.02873,9.77792,8,47.1479,,,,NaN,,,,0 / 0,225778,2022-03-16 14:11:03:622
0.05267,0.01915,9.77792,8,47.0539,,,,NaN,,,,0 / 0,226278,2022-03-16 14:11:04:122
0.05267,0.02394,9.80186,8,46.8888,,,,NaN,,,,0 / 0,226777,2022-03-16 14:11:04:621
0.05267,0.00958,9.79707,8,46.5087,,,,NaN,,,,0 / 0,227278,2022-03-16 14:11:05:122
0.03352,0.01915,9.80665,8,46.6786,,,,NaN,,,,0 / 0,227778,2022-03-16 14:11:05:622
0.04788,0.01915,9.82102,8,46.9121,,,,NaN,,,,0 / 0,228277,2022-03-16 14:11:06:121
0.06704,0.00479,9.80186,8,47.1707,,,,NaN,,,,0 / 0,228778,2022-03-16 14:11:06:622
0.03831,0.02873,9.77313,8,47.2157,,,,NaN,,,,0 / 0,229278,2022-03-16 14:11:07:122
0.0814,0.03352,9.7875,8,47.1903,,,,NaN,,,,0 / 0,229778,2022-03-16 14:11:07:622
0.05746,0.01915,9.77792,8,47.0593,,,,NaN,,,,0 / 0,230278,2022-03-16 14:11:08:122
0.03831,0.02873,9.80665,8,46.9931,,,,NaN,,,,0 / 0,230777,2022-03-16 14:11:08:621
0.04788,0.02873,9.79707,8,48.3386,,,,NaN,,,,0 / 0,231277,2022-03-16 14:11:09:121
0.02873,0.01915,9.78271,8,49.1043,,,,NaN,,,,0 / 0,231778,2022-03-16 14:11:09:622
0.06704,0.02394,9.79707,8,47.3528,,,,NaN,,,,0 / 0,232278,2022-03-16 14:11:10:122
0.05746,0.03352,9.79707,8,47.0472,,,,NaN,,,,0 / 0,232778,2022-03-16 14:11:10:622
0.04788,0.01915,9.77792,8,47.5255,,,,NaN,,,,0 / 0,233278,2022-03-16 14:11:11:122
0.06225,0.03831,9.79229,8,47.6165,,,,NaN,,,,0 / 0,233778,2022-03-16 14:11:11:622
0.0431,0.00958,9.80186,8,47.4246,,,,NaN,,,,0 / 0,234277,2022-03-16 14:11:12:121
0.02873,0.02394,9.77313,8,48.3262,,,,NaN,,,,0 / 0,234778,2022-03-16 14:11:12:622
0.06225,0.00479,9.79229,8,47.7277,,,,NaN,,,,0 / 0,235278,2022-03-16 14:11:13:122
0.05267,0.00958,9.79707,8,47.2927,,,,NaN,,,,0 / 0,235778,2022-03-16 14:11:13:622
0.05267,0.01915,9.79229,8,47.4167,,,,NaN,,,,0 / 0,236278,2022-03-16 14:11:14:122
0.0431,0.01437,9.78271,8,47.6786,,,,NaN,,,,0 / 0,236777,2022-03-16 14:11:14:621
0.06225,0.02394,9.80186,8,47.4402,,,,NaN,,,,0 / 0,237277,2022-03-16 14:11:15:121
0.07661,0.01437,9.80186,8,47.9372,,,,NaN,,,,0 / 0,237777,2022-03-16 14:11:15:621
0.0431,0.01437,9.80186,8,48.0826,,,,NaN,,,,0 / 0,238277,2022-03-16 14:11:16:121
0.05267,0.02394,9.79229,8,48.6754,,,,NaN,,,,0 / 0,238777,2022-03-16 14:11:16:621
0.0431,0.00958,9.77313,8,47.6045,,,,NaN,,,,0 / 0,239278,2022-03-16 14:11:17:122
0.05267,0.02873,9.80665,8,47.6146,,,,NaN,,,,0 / 0,239778,2022-03-16 14:11:17:622
0.02873,0.00479,9.79229,8,47.8506,,,,NaN,,,,0 / 0,240278,2022-03-16 14:11:18:122
0.05267,0.01437,9.7875,8,47.4485,,,,NaN,,,,0 / 0,240778,2022-03-16 14:11:18:622
6.38773,-6.47871,9.23204,8,51.5288,,,,NaN,,,,0 / 0,241278,2022-03-16 14:11:19:122
1.9824,-0.98162,4.52025,8,57.619,,,,NaN,,,,0 / 0,241778,2022-03-16 14:11:19:622
2.60489,4.63039,7.98227,8,42.7978,,,,NaN,,,,0 / 0,242277,2022-03-16 14:11:20:121
3.17471,6.83305,7.92481,8,42.7339,,,,NaN,,,,0 / 0,242777,2022-03-16 14:11:20:621
0.85712,5.34865,9.18416,8,46.4334,,,,NaN,,,,0 / 0,243278,2022-03-16 14:11:21:122
0.06704,4.23295,9.02135,8,42.5761,,,,NaN,,,,0 / 0,243778,2022-03-16 14:11:21:622
0.37828,4.19943,8.86333,8,56.7084,,,,NaN,,,,0 / 0,244277,2022-03-16 14:11:22:121
0.38786,4.94163,7.67581,8,43.3992,,,,NaN,,,,0 / 0,244778,2022-03-16 14:11:22:622
-0.41659,4.90811,9.61511,8,43.6635,,,,NaN,,,,0 / 0,245278,2022-03-16 14:11:23:122
-0.12929,5.50188,8.34619,8,43.4547,,,,NaN,,,,0 / 0,245777,2022-03-16 14:11:23:621
